decision_step	day_zero_based	hour_zero_based	player	farmer	hands	market
444	18	12	DSM	"[""SOUTH""]"	"[[""EAST""], [""WEST""], [""FEED""], [""WATER""], [""DROP""], [""WATER""], [""NORTH""], [""WATER""], [""WATER""], [""EAST""], [""EAST""]]"	[]
445	18	13	Majkel1337	"[""DIG""]"	"[[""CARE""], [""FERTILIZE""], [""CARE""], [""WATER""], [""PICKUP"", ""WHEAT"", 2], [""WATER""], [""HARVEST""], [""HARVEST""], [""SOUTH""], [""SOUTH""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 4], [""BUY_SEED"", ""TOMATO"", 1]]"
445	18	13	DSM	"[""FERTILIZE""]"	"[[""EAST""], [""WEST""], [""CARE""], [""NORTH""], [""NORTH""], [""WEST""], [""WATER""], [""WEST""], [""WEST""], [""NORTH""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 4]]"
446	18	14	Majkel1337	"[""PLANT"", ""TOMATO""]"	"[[""COLLECT_FERTILIZER""], [""WATER""], [""COLLECT_FERTILIZER""], [""HARVEST""], [""NORTH""], [""SOUTH""], [""DIG""], [""SOUTH""], [""WEST""], [""SOUTH""], [""EAST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
446	18	14	DSM	"[""WATER""]"	"[[""HARVEST""], [""FERTILIZE""], [""COLLECT_FERTILIZER""], [""HARVEST""], [""NORTH""], [""WATER""], [""HARVEST""], [""HARVEST""], [""WATER""], [""HARVEST""], [""SOUTH""]]"	[]
447	18	15	Majkel1337	"[""WATER""]"	"[[""HARVEST""], [""WEST""], [""NORTH""], [""NORTH""], [""NORTH""], [""WATER""], [""PLANT"", ""CARROT""], [""SOUTH""], [""WEST""], [""WEST""], [""HARVEST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
447	18	15	DSM	"[""WEST""]"	"[[""SOUTH""], [""WATER""], [""NORTH""], [""NORTH""], [""COLLECT_FERTILIZER""], [""NORTH""], [""PLANT"", ""CARROT""], [""DIG""], [""WEST""], [""SOUTH""], [""FERTILIZE""]]"	"[[""BUY_SEED"", ""TOMATO"", 1]]"
448	18	16	Majkel1337	"[""EAST""]"	"[[""NORTH""], [""WATER""], [""WATER""], [""HARVEST""], [""FEED""], [""SOUTH""], [""WATER""], [""SOUTH""], [""WEST""], [""DROP""], [""EAST""]]"	[]
448	18	16	DSM	"[""WEST""]"	"[[""SOUTH""], [""SOUTH""], [""WATER""], [""HARVEST""], [""HARVEST""], [""WATER""], [""WATER""], [""PLANT"", ""TOMATO""], [""WEST""], [""SOUTH""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""TOMATO"", 1]]"
449	18	17	Majkel1337	"[""FERTILIZE""]"	"[[""NORTH""], [""SOUTH""], [""HARVEST""], [""NORTH""], [""CARE""], [""WEST""], [""NORTH""], [""EAST""], [""WATER""], [""EAST""], [""HARVEST""]]"	"[[""SELL"", ""STRAWBERRY"", 6], [""SELL"", ""MILK"", 2]]"
449	18	17	DSM	"[""WATER""]"	"[[""SOUTH""], [""SOUTH""], [""HARVEST""], [""DIG""], [""EAST""], [""HARVEST""], [""WEST""], [""WATER""], [""WATER""], [""SOUTH""], [""EAST""]]"	"[[""SELL"", ""WOOL"", 2]]"
450	18	18	Majkel1337	"[""NORTH""]"	"[[""EAST""], [""WATER""], [""PLANT"", ""WHEAT""], [""HARVEST""], [""COLLECT_FERTILIZER""], [""PLANT"", ""CARROT""], [""WATER""], [""EAST""], [""HARVEST""], [""COLLECT_FERTILIZER""], [""DIG""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
450	18	18	DSM	"[""HARVEST""]"	"[[""WEST""], [""EAST""], [""PLANT"", ""WHEAT""], [""PLANT"", ""TOMATO""], [""COLLECT_FERTILIZER""], [""PLANT"", ""WHEAT""], [""HARVEST""], [""SOUTH""], [""HARVEST""], [""SOUTH""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 13], [""BUY_SEED"", ""WHEAT"", 1]]"
451	18	19	Majkel1337	"[""WATER""]"	"[[""EAST""], [""WEST""], [""WATER""], [""DIG""], [""HARVEST""], [""WATER""], [""SOUTH""], [""DROP""], [""PLANT"", ""CARROT""], [""NORTH""], [""PLANT"", ""TOMATO""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""TOMATO"", 1]]"
451	18	19	DSM	"[""PLANT"", ""CARROT""]"	"[[""WEST""], [""EAST""], [""WATER""], [""WATER""], [""EAST""], [""WATER""], [""DIG""], [""WATER""], [""NORTH""], [""WEST""], [""EAST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
452	18	20	Majkel1337	"[""EAST""]"	"[[""FERTILIZE""], [""WATER""], [""NORTH""], [""PLANT"", ""TOMATO""], [""EAST""], [""NORTH""], [""WEST""], [""NORTH""], [""WATER""], [""EAST""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""BUY_SEED"", ""WHEAT"", 1]]"
452	18	20	DSM	"[""WATER""]"	"[[""WEST""], [""SOUTH""], [""NORTH""], [""SOUTH""], [""WATER""], [""NORTH""], [""PLANT"", ""TOMATO""], [""SOUTH""], [""WATER""], [""WEST""], [""FERTILIZE""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
453	18	21	Majkel1337	"[""WATER""]"	"[[""WATER""], [""SOUTH""], [""WEST""], [""WATER""], [""FEED""], [""WATER""], [""HARVEST""], [""NORTH""], [""EAST""], [""HARVEST""], [""WEST""]]"	"[[""SELL"", ""MILK"", 2]]"
453	18	21	DSM	"[""EAST""]"	"[[""DROP""], [""FERTILIZE""], [""WATER""], [""WATER""], [""HARVEST""], [""WATER""], [""WATER""], [""WATER""], [""HARVEST""], [""DROP""], [""WATER""]]"	"[[""SELL"", ""WOOL"", 2]]"
454	18	22	Majkel1337	"[""SOUTH""]"	"[[""WEST""], [""WATER""], [""WATER""], [""EAST""], [""CARE""], [""NORTH""], [""WEST""], [""EAST""], [""WATER""], [""COLLECT_FERTILIZER""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 8]]"
454	18	22	DSM	"[""WATER""]"	"[[""NORTH""], [""WEST""], [""NORTH""], [""NORTH""], [""PLANT"", ""WHEAT""], [""SOUTH""], [""WEST""], [""EAST""], [""PLANT"", ""CARROT""], [""NORTH""], [""EAST""]]"	"[[""SELL"", ""STRAWBERRY"", 8], [""SELL"", ""WHEAT"", 10], [""SELL"", ""FERTILIZER"", 3]]"
455	18	23	Majkel1337	"[""WATER""]"	"[[""WATER""], [""EAST""], [""NORTH""], [""WATER""], [""COLLECT_FERTILIZER""], [""WATER""], [""WATER""], [""EAST""], [""EAST""], [""NORTH""], [""SOUTH""]]"	[]
455	18	23	DSM	"[""NORTH""]"	"[[""EAST""], [""NORTH""], [""EAST""], [""EAST""], [""WATER""], [""SOUTH""], [""WATER""], [""WATER""], [""WATER""], [""EAST""], [""WATER""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
456	19	0	Majkel1337	"[""PICKUP"", ""WHEAT"", 2]"	[]	"[[""SELL"", ""STRAWBERRY"", 11], [""SELL"", ""FERTILIZER"", 10], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
456	19	0	DSM	"[""PICKUP"", ""WHEAT"", 3]"	[]	"[[""SELL"", ""STRAWBERRY"", 6], [""SELL"", ""FERTILIZER"", 4], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
457	19	1	Majkel1337	"[""WEST""]"	"[[""PICKUP"", ""WHEAT"", 3], [""HARVEST""], [""PICKUP"", ""WHEAT"", 3], [""PICKUP"", ""WHEAT"", 3], [""PICKUP"", ""WHEAT"", 3], [""WEST""], [""NORTH""], [""WEST""]]"	"[[""SELL"", ""WOOL"", 3], [""HIRE""], [""HIRE""], [""HIRE""], [""BUY_PRODUCT"", ""WHEAT"", 11]]"
457	19	1	DSM	"[""WEST""]"	"[[""PICKUP"", ""WHEAT"", 4], [""PICKUP"", ""WHEAT"", 3], [""PICKUP"", ""WHEAT"", 3], [""PICKUP"", ""WHEAT"", 4], [""PICKUP"", ""WHEAT"", 3], [""WEST""], [""SOUTH""], [""WEST""]]"	"[[""SELL"", ""WOOL"", 2], [""HIRE""], [""HIRE""], [""HIRE""]]"
458	19	2	Majkel1337	"[""FEED""]"	"[[""FEED""], [""PLACE"", ""WOOL"", 4], [""NORTH""], [""FEED""], [""NORTH""], [""HARVEST""], [""EAST""], [""WEST""], [""COLLECT_FERTILIZER""], [""SOUTH""], [""NORTH""]]"	"[[""SELL"", ""STRAWBERRY"", 2]]"
458	19	2	DSM	"[""FEED""]"	"[[""FEED""], [""FEED""], [""NORTH""], [""FEED""], [""NORTH""], [""HARVEST""], [""SOUTH""], [""WEST""], [""COLLECT_FERTILIZER""], [""SOUTH""], [""NORTH""]]"	[]
459	19	3	Majkel1337	"[""CARE""]"	"[[""CARE""], [""PICKUP"", ""WHEAT"", 2], [""EAST""], [""CARE""], [""NORTH""], [""SOUTH""], [""EAST""], [""WEST""], [""NORTH""], [""WATER""], [""EAST""]]"	[]
459	19	3	DSM	"[""CARE""]"	"[[""CARE""], [""CARE""], [""EAST""], [""CARE""], [""NORTH""], [""EAST""], [""SOUTH""], [""WEST""], [""NORTH""], [""SOUTH""], [""EAST""]]"	[]
460	19	4	Majkel1337	"[""WEST""]"	"[[""COLLECT_FERTILIZER""], [""FEED""], [""FEED""], [""NORTH""], [""FEED""], [""WATER""], [""EAST""], [""WATER""], [""NORTH""], [""SOUTH""], [""CARE""]]"	[]
460	19	4	DSM	"[""WEST""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""FEED""], [""NORTH""], [""FEED""], [""PLACE"", ""MILK"", 3], [""WEST""], [""WATER""], [""NORTH""], [""SOUTH""], [""CARE""]]"	[]
461	19	5	Majkel1337	"[""FEED""]"	"[[""NORTH""], [""CARE""], [""EAST""], [""FEED""], [""CARE""], [""HARVEST""], [""EAST""], [""HARVEST""], [""WEST""], [""WATER""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""STRAWBERRY"", 1], [""SELL"", ""WOOL"", 1]]"
461	19	5	DSM	"[""FEED""]"	"[[""NORTH""], [""WEST""], [""EAST""], [""FEED""], [""CARE""], [""WEST""], [""WEST""], [""HARVEST""], [""WEST""], [""WATER""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""WOOL"", 1]]"
462	19	6	Majkel1337	"[""CARE""]"	"[[""FEED""], [""COLLECT_FERTILIZER""], [""FEED""], [""CARE""], [""COLLECT_FERTILIZER""], [""PLANT"", ""WHEAT""], [""HARVEST""], [""PLANT"", ""WHEAT""], [""FERTILIZE""], [""HARVEST""], [""NORTH""]]"	"[[""SELL"", ""WHEAT"", 8], [""BUY_SEED"", ""WHEAT"", 1]]"
462	19	6	DSM	"[""CARE""]"	"[[""FEED""], [""FEED""], [""FEED""], [""CARE""], [""COLLECT_FERTILIZER""], [""WEST""], [""WATER""], [""PLANT"", ""WHEAT""], [""FERTILIZE""], [""WEST""], [""NORTH""]]"	"[[""SELL"", ""WHEAT"", 8], [""BUY_SEED"", ""WHEAT"", 1]]"
463	19	7	Majkel1337	"[""COLLECT_FERTILIZER""]"	"[[""CARE""], [""WEST""], [""CARE""], [""COLLECT_FERTILIZER""], [""EAST""], [""WATER""], [""NORTH""], [""WATER""], [""WATER""], [""PLANT"", ""CARROT""], [""NORTH""]]"	[]
463	19	7	DSM	"[""COLLECT_FERTILIZER""]"	"[[""CARE""], [""CARE""], [""CARE""], [""COLLECT_FERTILIZER""], [""EAST""], [""WEST""], [""HARVEST""], [""WATER""], [""WATER""], [""SOUTH""], [""NORTH""]]"	[]
464	19	8	Majkel1337	"[""NORTH""]"	"[[""COLLECT_FERTILIZER""], [""FEED""], [""COLLECT_FERTILIZER""], [""NORTH""], [""FEED""], [""SOUTH""], [""HARVEST""], [""WEST""], [""NORTH""], [""WATER""], [""EAST""]]"	[]
464	19	8	DSM	"[""NORTH""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""NORTH""], [""FEED""], [""WATER""], [""DIG""], [""WEST""], [""NORTH""], [""WATER""], [""NORTH""]]"	[]
465	19	9	Majkel1337	"[""FERTILIZE""]"	"[[""EAST""], [""CARE""], [""EAST""], [""FEED""], [""CARE""], [""WATER""], [""NORTH""], [""WATER""], [""WATER""], [""SOUTH""], [""FERTILIZE""]]"	"[[""SELL"", ""STRAWBERRY"", 1], [""SELL"", ""WOOL"", 1]]"
465	19	9	DSM	"[""FERTILIZE""]"	"[[""EAST""], [""WEST""], [""EAST""], [""FEED""], [""CARE""], [""HARVEST""], [""PLANT"", ""CARROT""], [""WATER""], [""WATER""], [""HARVEST""], [""EAST""]]"	"[[""SELL"", ""STRAWBERRY"", 1], [""SELL"", ""WOOL"", 1], [""BUY_SEED"", ""WHEAT"", 1]]"
466	19	10	Majkel1337	"[""WATER""]"	"[[""FEED""], [""COLLECT_FERTILIZER""], [""FEED""], [""CARE""], [""COLLECT_FERTILIZER""], [""HARVEST""], [""HARVEST""], [""HARVEST""], [""NORTH""], [""WEST""], [""WATER""]]"	[]
466	19	10	DSM	"[""WATER""]"	"[[""FEED""], [""WEST""], [""FEED""], [""CARE""], [""COLLECT_FERTILIZER""], [""PLANT"", ""WHEAT""], [""WATER""], [""HARVEST""], [""NORTH""], [""WEST""], [""FERTILIZE""]]"	"[[""SELL"", ""WHEAT"", 4], [""BUY_SEED"", ""WHEAT"", 1]]"
467	19	11	Majkel1337	"[""WEST""]"	"[[""CARE""], [""WEST""], [""CARE""], [""COLLECT_FERTILIZER""], [""NORTH""], [""PLANT"", ""WHEAT""], [""SOUTH""], [""DIG""], [""WATER""], [""WATER""], [""NORTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
467	19	11	DSM	"[""WEST""]"	"[[""CARE""], [""WEST""], [""CARE""], [""COLLECT_FERTILIZER""], [""NORTH""], [""WATER""], [""WEST""], [""DIG""], [""WATER""], [""WATER""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
468	19	12	Majkel1337	"[""WATER""]"	"[[""COLLECT_FERTILIZER""], [""WEST""], [""COLLECT_FERTILIZER""], [""NORTH""], [""WATER""], [""WATER""], [""SOUTH""], [""PLANT"", ""WHEAT""], [""WEST""], [""HARVEST""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""CARROT"", 6]]"
468	19	12	DSM	"[""WATER""]"	"[[""COLLECT_FERTILIZER""], [""FERTILIZE""], [""COLLECT_FERTILIZER""], [""NORTH""], [""WATER""], [""SOUTH""], [""WATER""], [""PLANT"", ""TOMATO""], [""WEST""], [""WEST""], [""NORTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
469	19	13	Majkel1337	"[""WEST""]"	"[[""NORTH""], [""FERTILIZE""], [""NORTH""], [""WATER""], [""WEST""], [""WEST""], [""WEST""], [""WATER""], [""HARVEST""], [""DIG""], [""NORTH""]]"	"[[""SELL"", ""MILK"", 2], [""SELL"", ""WOOL"", 1], [""BUY_SEED"", ""WHEAT"", 1]]"
469	19	13	DSM	"[""NORTH""]"	"[[""EAST""], [""WATER""], [""EAST""], [""WATER""], [""WEST""], [""WATER""], [""NORTH""], [""WATER""], [""HARVEST""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""WOOL"", 1]]"
470	19	14	Majkel1337	"[""WATER""]"	"[[""NORTH""], [""WATER""], [""NORTH""], [""FERTILIZE""], [""WATER""], [""WATER""], [""WEST""], [""SOUTH""], [""DIG""], [""PLANT"", ""CARROT""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""BUY_SEED"", ""WHEAT"", 1]]"
470	19	14	DSM	"[""WATER""]"	"[[""FEED""], [""SOUTH""], [""HARVEST""], [""FERTILIZE""], [""WATER""], [""HARVEST""], [""WATER""], [""NORTH""], [""DIG""], [""HARVEST""], [""EAST""]]"	[]
471	19	15	Majkel1337	"[""NORTH""]"	"[[""FERTILIZE""], [""SOUTH""], [""WATER""], [""WEST""], [""FERTILIZE""], [""HARVEST""], [""WEST""], [""WATER""], [""PLANT"", ""CARROT""], [""WATER""], [""EAST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
471	19	15	DSM	"[""HARVEST""]"	"[[""CARE""], [""SOUTH""], [""NORTH""], [""WEST""], [""FERTILIZE""], [""SOUTH""], [""HARVEST""], [""HARVEST""], [""PLANT"", ""CARROT""], [""PLANT"", ""CARROT""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
472	19	16	Majkel1337	"[""WATER""]"	"[[""EAST""], [""FERTILIZE""], [""EAST""], [""FERTILIZE""], [""NORTH""], [""PLANT"", ""CARROT""], [""WEST""], [""SOUTH""], [""WATER""], [""SOUTH""], [""EAST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
472	19	16	DSM	"[""PLANT"", ""CARROT""]"	"[[""COLLECT_FERTILIZER""], [""FERTILIZE""], [""HARVEST""], [""FERTILIZE""], [""NORTH""], [""WATER""], [""NORTH""], [""DIG""], [""WATER""], [""WATER""], [""SOUTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
473	19	17	Majkel1337	"[""EAST""]"	"[[""FERTILIZE""], [""WATER""], [""WATER""], [""WEST""], [""WATER""], [""WATER""], [""DROP""], [""WATER""], [""WEST""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""MILK"", 1], [""SELL"", ""WOOL"", 1], [""BUY_SEED"", ""CARROT"", 6]]"
473	19	17	DSM	"[""WATER""]"	"[[""HARVEST""], [""WATER""], [""NORTH""], [""WEST""], [""WATER""], [""SOUTH""], [""NORTH""], [""PLANT"", ""CARROT""], [""WEST""], [""NORTH""], [""WATER""]]"	"[[""SELL"", ""MILK"", 12], [""SELL"", ""WOOL"", 2], [""BUY_SEED"", ""WHEAT"", 1]]"
474	19	18	Majkel1337	"[""WATER""]"	"[[""NORTH""], [""SOUTH""], [""SOUTH""], [""WATER""], [""EAST""], [""SOUTH""], [""WEST""], [""SOUTH""], [""WATER""], [""HARVEST""], [""HARVEST""]]"	"[[""SELL"", ""STRAWBERRY"", 6]]"
474	19	18	DSM	"[""WEST""]"	"[[""EAST""], [""NORTH""], [""HARVEST""], [""HARVEST""], [""EAST""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""EAST""]]"	[]
475	19	19	Majkel1337	"[""EAST""]"	"[[""FERTILIZE""], [""WATER""], [""WATER""], [""WEST""], [""WATER""], [""WATER""], [""WEST""], [""WATER""], [""WEST""], [""PLANT"", ""CARROT""], [""DIG""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
475	19	19	DSM	"[""HARVEST""]"	"[[""EAST""], [""WATER""], [""DIG""], [""DIG""], [""WATER""], [""WEST""], [""SOUTH""], [""NORTH""], [""WEST""], [""WEST""], [""WATER""]]"	[]
476	19	20	Majkel1337	"[""WATER""]"	"[[""SOUTH""], [""SOUTH""], [""NORTH""], [""WEST""], [""HARVEST""], [""HARVEST""], [""COLLECT_FERTILIZER""], [""SOUTH""], [""WATER""], [""WATER""], [""PLANT"", ""CARROT""]]"	[]
476	19	20	DSM	"[""DIG""]"	"[[""FERTILIZE""], [""EAST""], [""PLANT"", ""WHEAT""], [""PLANT"", ""CARROT""], [""HARVEST""], [""WATER""], [""EAST""], [""DIG""], [""WATER""], [""SOUTH""], [""HARVEST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
477	19	21	Majkel1337	"[""NORTH""]"	"[[""EAST""], [""WATER""], [""NORTH""], [""WATER""], [""FERTILIZE""], [""PLANT"", ""CARROT""], [""NORTH""], [""WATER""], [""SOUTH""], [""WEST""], [""WATER""]]"	"[[""SELL"", ""WOOL"", 1]]"
477	19	21	DSM	"[""NORTH""]"	"[[""WATER""], [""EAST""], [""WATER""], [""WATER""], [""DIG""], [""SOUTH""], [""WATER""], [""NORTH""], [""SOUTH""], [""WATER""], [""PLANT"", ""WHEAT""]]"	"[[""SELL"", ""MILK"", 2], [""SELL"", ""STRAWBERRY"", 1], [""SELL"", ""WOOL"", 2]]"
478	19	22	Majkel1337	"[""WEST""]"	"[[""WATER""], [""SOUTH""], [""WATER""], [""EAST""], [""WEST""], [""WATER""], [""EAST""], [""SOUTH""], [""EAST""], [""WATER""], [""WEST""]]"	"[[""SELL"", ""WHEAT"", 9]]"
478	19	22	DSM	"[""WATER""]"	"[[""SOUTH""], [""WATER""], [""WEST""], [""SOUTH""], [""PLANT"", ""WHEAT""], [""NORTH""], [""NORTH""], [""WATER""], [""WATER""], [""NORTH""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 5]]"
479	19	23	Majkel1337	"[""WATER""]"	"[[""NORTH""], [""WATER""], [""NORTH""], [""WATER""], [""WEST""], [""SOUTH""], [""EAST""], [""WATER""], [""WATER""], [""WEST""], [""WATER""]]"	[]
479	19	23	DSM	"[""EAST""]"	"[[""WATER""], [""PASS""], [""WATER""], [""WATER""], [""WATER""], [""NORTH""], [""NORTH""], [""EAST""], [""EAST""], [""NORTH""], [""NORTH""]]"	[]
480	20	0	Majkel1337	"[""HARVEST""]"	[]	"[[""SELL"", ""STRAWBERRY"", 5], [""SELL"", ""FERTILIZER"", 3], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
480	20	0	DSM	"[""HARVEST""]"	[]	"[[""SELL"", ""STRAWBERRY"", 11], [""SELL"", ""FERTILIZER"", 6], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
481	20	1	Majkel1337	"[""PLACE"", ""MILK"", 2]"	"[[""PICKUP"", ""WHEAT"", 3], [""PICKUP"", ""WHEAT"", 2], [""PICKUP"", ""WHEAT"", 2], [""COLLECT_FERTILIZER""], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1], [""HIRE""], [""HIRE""], [""HIRE""]]"
481	20	1	DSM	"[""PLACE"", ""MILK"", 2]"	"[[""PICKUP"", ""WHEAT"", 3], [""PICKUP"", ""WHEAT"", 2], [""PICKUP"", ""WHEAT"", 2], [""COLLECT_FERTILIZER""], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1], [""HIRE""], [""HIRE""], [""HIRE""]]"
482	20	2	Majkel1337	"[""PICKUP"", ""WHEAT"", 3]"	"[[""FEED""], [""FEED""], [""NORTH""], [""NORTH""], [""HARVEST""], [""WEST""], [""EAST""], [""WEST""], [""SOUTH""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""MELON"", 1]]"
482	20	2	DSM	"[""PICKUP"", ""WHEAT"", 2]"	"[[""FEED""], [""FEED""], [""NORTH""], [""NORTH""], [""HARVEST""], [""WEST""], [""EAST""], [""WEST""], [""SOUTH""], [""NORTH""], [""NORTH""]]"	[]
483	20	3	Majkel1337	"[""FEED""]"	"[[""CARE""], [""CARE""], [""EAST""], [""WEST""], [""NORTH""], [""WEST""], [""EAST""], [""WEST""], [""WATER""], [""EAST""], [""COLLECT_FERTILIZER""]]"	[]
483	20	3	DSM	"[""FEED""]"	"[[""CARE""], [""CARE""], [""EAST""], [""WEST""], [""NORTH""], [""WEST""], [""EAST""], [""WEST""], [""WATER""], [""EAST""], [""COLLECT_FERTILIZER""]]"	[]
484	20	4	Majkel1337	"[""CARE""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""FEED""], [""FERTILIZE""], [""NORTH""], [""WATER""], [""EAST""], [""WATER""], [""SOUTH""], [""COLLECT_FERTILIZER""], [""NORTH""]]"	[]
484	20	4	DSM	"[""CARE""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""FEED""], [""FERTILIZE""], [""NORTH""], [""WEST""], [""EAST""], [""WATER""], [""SOUTH""], [""COLLECT_FERTILIZER""], [""NORTH""]]"	[]
485	20	5	Majkel1337	"[""NORTH""]"	"[[""NORTH""], [""WEST""], [""CARE""], [""WATER""], [""HARVEST""], [""HARVEST""], [""EAST""], [""HARVEST""], [""SOUTH""], [""HARVEST""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""WOOL"", 1]]"
485	20	5	DSM	"[""NORTH""]"	"[[""NORTH""], [""WEST""], [""CARE""], [""WATER""], [""HARVEST""], [""WATER""], [""EAST""], [""HARVEST""], [""WATER""], [""NORTH""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
486	20	6	Majkel1337	"[""NORTH""]"	"[[""FEED""], [""FEED""], [""EAST""], [""NORTH""], [""NORTH""], [""PLANT"", ""WHEAT""], [""WATER""], [""PLANT"", ""WHEAT""], [""WATER""], [""NORTH""], [""HARVEST""]]"	"[[""SELL"", ""WHEAT"", 3], [""BUY_SEED"", ""WHEAT"", 1]]"
486	20	6	DSM	"[""NORTH""]"	"[[""FEED""], [""FEED""], [""EAST""], [""NORTH""], [""NORTH""], [""HARVEST""], [""WATER""], [""PLANT"", ""WHEAT""], [""SOUTH""], [""EAST""], [""HARVEST""]]"	"[[""SELL"", ""WHEAT"", 4], [""BUY_SEED"", ""WHEAT"", 1]]"
487	20	7	Majkel1337	"[""FEED""]"	"[[""CARE""], [""CARE""], [""FEED""], [""WATER""], [""HARVEST""], [""WATER""], [""NORTH""], [""WATER""], [""SOUTH""], [""NORTH""], [""NORTH""]]"	[]
487	20	7	DSM	"[""FEED""]"	"[[""CARE""], [""CARE""], [""FEED""], [""WATER""], [""HARVEST""], [""PLANT"", ""WHEAT""], [""NORTH""], [""WATER""], [""WATER""], [""EAST""], [""NORTH""]]"	"[[""SELL"", ""WHEAT"", 2], [""BUY_SEED"", ""WHEAT"", 1]]"
488	20	8	Majkel1337	"[""CARE""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""CARE""], [""HARVEST""], [""SOUTH""], [""WEST""], [""WATER""], [""WEST""], [""WEST""], [""EAST""], [""HARVEST""]]"	[]
488	20	8	DSM	"[""CARE""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""CARE""], [""HARVEST""], [""SOUTH""], [""WATER""], [""WATER""], [""WEST""], [""HARVEST""], [""FERTILIZE""], [""HARVEST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""CARROT"", 6]]"
489	20	9	Majkel1337	"[""EAST""]"	"[[""EAST""], [""WEST""], [""COLLECT_FERTILIZER""], [""NORTH""], [""SOUTH""], [""WATER""], [""NORTH""], [""WEST""], [""WEST""], [""HARVEST""], [""NORTH""]]"	"[[""SELL"", ""MILK"", 1], [""SELL"", ""WOOL"", 1]]"
489	20	9	DSM	"[""EAST""]"	"[[""NORTH""], [""SOUTH""], [""COLLECT_FERTILIZER""], [""NORTH""], [""SOUTH""], [""SOUTH""], [""NORTH""], [""WATER""], [""PLANT"", ""CARROT""], [""WATER""], [""NORTH""]]"	"[[""SELL"", ""STRAWBERRY"", 6], [""SELL"", ""WOOL"", 1]]"
